1.000000000000000000e+00 0.000000000000000000e+00
1.081428571428571406e+00 9.585903824885869118e-02
1.162857142857142811e+00 1.737271261824603064e-01
1.244285714285714217e+00 2.391048789327614166e-01
1.325714285714285623e+00 2.955921049015022284e-01
1.407142857142857029e+00 3.456120465604204939e-01
1.488571428571428434e+00 3.908366605774462044e-01
1.570000000000000062e+00 4.324449082667502497e-01
1.651428571428571468e+00 4.712843462610167844e-01
1.732857142857142874e+00 5.079749121581607074e-01
1.814285714285714279e+00 5.429771658800284229e-01
1.895714285714285685e+00 5.766381156975923794e-01
1.977142857142857313e+00 6.092225833577211702e-01
2.058571428571428719e+00 6.409350460352988277e-01
2.140000000000000124e+00 6.719350883680064168e-01
2.221428571428571530e+00 7.023484930249992431e-01
2.302857142857142936e+00 7.322753072983170242e-01
2.384285714285714342e+00 7.617957825727988963e-01
2.465714285714285747e+00 7.909747974602510112e-01
2.547142857142857153e+00 8.198651865678187045e-01
2.628571428571428559e+00 8.485102703269365998e-01
2.710000000000000409e+00 8.769457952891647201e-01
2.791428571428571370e+00 9.052014350450374724e-01
2.872857142857142776e+00 9.333019606048090777e-01
2.954285714285714182e+00 9.612681599329585547e-01
3.035714285714286031e+00 9.891175655416075685e-01
3.117142857142856993e+00 1.016865034071041896e+00
3.198571428571428399e+00 1.044523210890993203e+00
3.280000000000000249e+00 1.072102904761363718e+00
3.361428571428571654e+00 1.099613391677770835e+00
3.442857142857143060e+00 1.127062662636536094e+00
3.524285714285714022e+00 1.154457626913975021e+00
3.605714285714285872e+00 1.181804281637489851e+00
3.687142857142857277e+00 1.209107876229115419e+00
3.768571428571428683e+00 1.236373378833641734e+00
3.849999999999999645e+00 1.263611214460258481e+00
3.931428571428571495e+00 1.290926249320482500e+00
4.012857142857143344e+00 1.319201997585877306e+00
4.094285714285714306e+00 1.350002842145740400e+00
4.175714285714285268e+00 1.382634056269001155e+00
4.257142857142857117e+00 1.416502039903136945e+00
4.338571428571428967e+00 1.451806039509917268e+00
4.420000000000000817e+00 1.488813194911805082e+00
4.501428571428570891e+00 1.527774169984027708e+00
4.582857142857142740e+00 1.568949148786173975e+00
4.664285714285714590e+00 1.612619281265802229e+00
4.745714285714285552e+00 1.659090133289546687e+00
4.827142857142857402e+00 1.708693443694245806e+00
4.908571428571428363e+00 1.761788682770842218e+00
4.990000000000000213e+00 1.818764641522874648e+00
