1.000000000000000000e+00 0.000000000000000000e+00
1.081428571428571406e+00 9.775772420640388427e-02
1.162857142857142811e+00 1.771719937247901167e-01
1.244285714285714217e+00 2.438542493779635723e-01
1.325714285714285623e+00 3.014765803939867261e-01
1.407142857142857029e+00 3.525108479000539363e-01
1.488571428571428434e+00 3.986626285177063411e-01
1.570000000000000062e+00 4.411347313686622140e-01
1.651428571428571468e+00 4.807920425233504491e-01
1.732857142857142874e+00 5.182673939770798821e-01
1.814285714285714279e+00 5.540311734820924094e-01
1.895714285714285685e+00 5.884380711849339640e-01
1.977142857142857313e+00 6.217590784697158979e-01
2.058571428571428719e+00 6.542037763049957100e-01
2.140000000000000124e+00 6.859361094324826214e-01
2.221428571428571530e+00 7.170857157221320888e-01
2.302857142857142936e+00 7.477561752579171550e-01
2.384285714285714342e+00 7.780310943572408267e-01
2.465714285714285747e+00 8.079786480534034698e-01
2.547142857142857153e+00 8.376550121187663622e-01
2.628571428571428559e+00 8.671069867921803453e-01
2.710000000000000409e+00 8.963740268159056113e-01
2.791428571428571370e+00 9.254898321603296507e-01
2.872857142857142776e+00 9.544836119121437035e-01
2.954285714285714182e+00 9.833811043536205831e-01
3.035714285714286031e+00 1.012205415390378560e+00
3.117142857142856993e+00 1.040977722600022082e+00
3.198571428571428399e+00 1.069717881520920955e+00
3.280000000000000249e+00 1.098444963181273826e+00
3.361428571428571654e+00 1.127177746457921792e+00
3.442857142857143060e+00 1.155935185078470040e+00
3.524285714285714022e+00 1.184736866538414368e+00
3.605714285714285872e+00 1.213603478614744269e+00
3.687142857142857277e+00 1.242557298318506254e+00
3.768571428571428683e+00 1.271622717896005117e+00
3.849999999999999645e+00 1.300826822752387812e+00
3.931428571428571495e+00 1.330200036843147693e+00
4.012857142857143344e+00 1.359776852075325948e+00
4.094285714285714306e+00 1.389596659489975350e+00
4.175714285714285268e+00 1.419704701346250930e+00
4.257142857142857117e+00 1.450153164539885742e+00
4.338571428571428967e+00 1.481002436845808123e+00
4.420000000000000817e+00 1.512322547967398512e+00
4.501428571428570891e+00 1.544194816872465736e+00
4.582857142857142740e+00 1.576713724809533090e+00
4.664285714285714590e+00 1.609989028942848677e+00
4.745714285714285552e+00 1.644148123708110809e+00
4.827142857142857402e+00 1.679338644518456380e+00
4.908571428571428363e+00 1.715731289866947673e+00
4.990000000000000213e+00 1.753522811576009310e+00
