1.000000000000000000e+00 0.000000000000000000e+00
1.070408163265306190e+00 1.437311501890002063e-01
1.140816326530612157e+00 2.497024308951951432e-01
1.211224489795918347e+00 3.315578494443407465e-01
1.281632653061224536e+00 3.975879901569394081e-01
1.352040816326530503e+00 4.529810912122965716e-01
1.422448979591836693e+00 5.010699949703575351e-01
1.492857142857142883e+00 5.440463678586227037e-01
1.563265306122449072e+00 5.833821739068416612e-01
1.633673469387755040e+00 6.200851509897763458e-01
1.704081632653061007e+00 6.548574728754835705e-01
1.774489795918367196e+00 6.881964964807993912e-01
1.844897959183673386e+00 7.204600641204373934e-01
1.915306122448979576e+00 7.519096659184920650e-01
1.985714285714285765e+00 7.827395265801307955e-01
2.056122448979591510e+00 8.130966198961875335e-01
2.126530612244898144e+00 8.430948084895153460e-01
2.196938775510203889e+00 8.728252889198422348e-01
2.267346938775510079e+00 9.023651834766484026e-01
2.337755102040816269e+00 9.317868242935736234e-01
2.408163265306122014e+00 9.611725045310927085e-01
2.478571428571428648e+00 9.906381903020963220e-01
2.548979591836734393e+00 1.020343722389423391e+00
2.619387755102040582e+00 1.050441832199546788e+00
2.689795918367346772e+00 1.081023462723931017e+00
2.760204081632652962e+00 1.112162525561729121e+00
2.830612244897958707e+00 1.143978785510828322e+00
2.901020408163265341e+00 1.176645168456964763e+00
2.971428571428571530e+00 1.210371651723047171e+00
3.041836734693877276e+00 1.245391713357681285e+00
3.112244897959183465e+00 1.281951923890297440e+00
3.182653061224489655e+00 1.320300747260826135e+00
3.253061224489795844e+00 1.360675349646207399e+00
3.323469387755101589e+00 1.403287803105084830e+00
3.393877551020408223e+00 1.448313319488067741e+00
3.464285714285713969e+00 1.495883134213498389e+00
3.534693877551020158e+00 1.546083658977002395e+00
3.605102040816325903e+00 1.598961998184157629e+00
3.675510204081632537e+00 1.654536458633822704e+00
3.745918367346938727e+00 1.712809769467473542e+00
3.816326530612244472e+00 1.773782575276630524e+00
3.886734693877551106e+00 1.837465251058859383e+00
3.957142857142856851e+00 1.903886900698474882e+00
4.027551020408163041e+00 1.973101216996722584e+00
4.097959183673468786e+00 2.045189490766649243e+00
4.168367346938775420e+00 2.120261391184838473e+00
4.238775510204081165e+00 2.198454235016642944e+00
4.309183673469387799e+00 2.279931399458040353e+00
4.379591836734693544e+00 2.364880393628635780e+00
4.450000000000000178e+00 2.453510947135971954e+00
