1.000000000000000000e+00 0.000000000000000000e+00
1.081428571428571406e+00 1.133721195810135779e-01
1.162857142857142811e+00 2.056048773023891052e-01
1.244285714285714217e+00 2.832740813414599823e-01
1.325714285714285623e+00 3.506780773402016771e-01
1.407142857142857029e+00 4.107133067511206659e-01
1.488571428571428434e+00 4.653856510174885219e-01
1.570000000000000062e+00 5.161197760835515291e-01
1.651428571428571468e+00 5.639521643898065539e-01
1.732857142857142874e+00 6.096549461036725459e-01
1.814285714285714279e+00 6.538173581964448200e-01
1.895714285714285685e+00 6.969005928669620431e-01
1.977142857142857313e+00 7.392755572209844805e-01
2.058571428571428719e+00 7.812494441077256768e-01
2.140000000000000124e+00 8.230848558594809905e-01
2.221428571428571530e+00 8.650139063090447333e-01
2.302857142857142936e+00 9.072489065882808346e-01
2.384285714285714342e+00 9.499907200896661186e-01
2.465714285714285747e+00 9.934355367890009836e-01
2.547142857142857153e+00 1.037780598424239864e+00
2.628571428571428559e+00 1.083229262185003261e+00
2.710000000000000409e+00 1.129995695852001880e+00
2.791428571428571370e+00 1.178309435586676113e+00
2.872857142857142776e+00 1.228419998566060878e+00
2.954285714285714182e+00 1.280601719853846410e+00
3.035714285714286031e+00 1.335158972145226164e+00
3.117142857142856993e+00 1.392431925736251408e+00
3.198571428571428399e+00 1.452803012727599485e+00
3.280000000000000249e+00 1.516704273309209761e+00
3.361428571428571654e+00 1.584625782780459291e+00
3.442857142857143060e+00 1.657125385986566002e+00
3.524285714285714022e+00 1.734840001737782078e+00
3.605714285714285872e+00 1.818498804543185354e+00
3.687142857142857277e+00 1.908938646044394449e+00
3.768571428571428683e+00 2.007122145712470385e+00
3.849999999999999645e+00 2.114158961997825159e+00
3.931428571428571495e+00 2.231330854098035665e+00
4.012857142857143344e+00 2.360121264420603104e+00
4.094285714285714306e+00 2.502250297091612730e+00
4.175714285714285268e+00 2.659716143941606159e+00
4.257142857142857117e+00 2.834844222983814443e+00
4.338571428571428967e+00 3.030345553725645402e+00
4.420000000000000817e+00 3.249386208863213277e+00
4.501428571428570891e+00 3.495670065495060541e+00
4.582857142857142740e+00 3.773537546365228312e+00
4.664285714285714590e+00 4.088083611834735009e+00
4.745714285714285552e+00 4.445298959808070549e+00
4.827142857142857402e+00 4.852239242823880971e+00
4.908571428571428363e+00 5.317228155045443216e+00
4.990000000000000213e+00 5.850101521742063326e+00
