1.000000000000000000e+00 0.000000000000000000e+00
1.070408163265306190e+00 1.477436672195291401e-01
1.140816326530612157e+00 2.716684993227954648e-01
1.211224489795918347e+00 3.825973257207482270e-01
1.281632653061224536e+00 4.877368573840922816e-01
1.352040816326530503e+00 5.923540541075131838e-01
1.422448979591836693e+00 7.008205989854914275e-01
1.492857142857142883e+00 8.173861863849327669e-01
1.563265306122449072e+00 9.469138390821804085e-01
1.633673469387755040e+00 1.095787431331712858e+00
1.704081632653061007e+00 1.273263620324337486e+00
1.774489795918367196e+00 1.493714837132614326e+00
1.844897959183673386e+00 1.780584738182683369e+00
1.915306122448979576e+00 2.173655877367902445e+00
1.985714285714285765e+00 2.742867495565449065e+00
2.056122448979591510e+00 3.615461065783330596e+00
2.126530612244898144e+00 5.031122918732602756e+00
2.196938775510203889e+00 7.457995992838823973e+00
2.267346938775510079e+00 1.184596786520275735e+01
2.337755102040816269e+00 2.020184139574991633e+01
2.408163265306122014e+00 3.695106293240083772e+01
2.478571428571428648e+00 7.230748949866246278e+01
2.548979591836734393e+00 1.000000000000000000e+02
2.619387755102040582e+00 1.000000000000000000e+02
2.689795918367346772e+00 1.000000000000000000e+02
2.760204081632652962e+00 1.000000000000000000e+02
2.830612244897958707e+00 1.000000000000000000e+02
2.901020408163265341e+00 1.000000000000000000e+02
2.971428571428571530e+00 1.000000000000000000e+02
3.041836734693877276e+00 1.000000000000000000e+02
3.112244897959183465e+00 1.000000000000000000e+02
3.182653061224489655e+00 1.000000000000000000e+02
3.253061224489795844e+00 1.000000000000000000e+02
3.323469387755101589e+00 1.000000000000000000e+02
3.393877551020408223e+00 1.000000000000000000e+02
3.464285714285713969e+00 1.000000000000000000e+02
3.534693877551020158e+00 1.000000000000000000e+02
3.605102040816325903e+00 1.000000000000000000e+02
3.675510204081632537e+00 1.000000000000000000e+02
3.745918367346938727e+00 1.000000000000000000e+02
3.816326530612244472e+00 1.000000000000000000e+02
3.886734693877551106e+00 1.000000000000000000e+02
3.957142857142856851e+00 1.000000000000000000e+02
4.027551020408163041e+00 1.000000000000000000e+02
4.097959183673468786e+00 1.000000000000000000e+02
4.168367346938775420e+00 1.000000000000000000e+02
4.238775510204081165e+00 1.000000000000000000e+02
4.309183673469387799e+00 1.000000000000000000e+02
4.379591836734693544e+00 1.000000000000000000e+02
4.450000000000000178e+00 1.000000000000000000e+02
